Its got the same song of ghost recon wildlands! (Imagine dragons -- Friction),
This was a great movie!!!,
Don't take too risk tom , I watch mi 6 today such an awesome film one of the best movie I watched ,astonished with your stunts love u tom ....without any stunts i will watch the film for you if you just walk , don't take this kind of risk,
Trailers really ruin the movie's surprises. You know people will make it out of situations because the trailer moments haven't happened yet. They show everything. Even scenes that aren't in the movie.,
